severity_level,severity_priority,reason,data_days,total_review_in_cnt,total_review_done_cnt,total_label_cnt,avg_review_in_cnt,avg_review_done_cnt,avg_label_cnt,label_rate,prev_avg_review_in_cnt,prev_label_rate,growth_rate,daily_delta,hit_rule_ids,hit_conditions
notice,3,sqxh_zjlxdsdz_single_man_spray_300vv_auto_review,7,121.0,121.0,10.0,17.285714285714285,17.285714285714285,1.4285714285714286,0.08264462809917356,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,shuangshi_taiwan_logo_strong_sh,7,124.0,119.0,8.0,17.714285714285715,17.0,1.1428571428571428,0.06722689075630252,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,tuwen_eva_82839_mechanism_element_informal_join_the_party_review,7,115.0,114.0,10.0,16.428571428571427,16.285714285714285,1.4285714285714286,0.08771929824561403,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,risk_of_hainan_daigou_low_score_v1,5,79.0,79.0,2.0,15.8,15.8,0.4,0.02531645569620253,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_vague_authority_criticism_hot_topic_review,7,106.0,106.0,3.0,15.142857142857142,15.142857142857142,0.42857142857142855,0.02830188679245283,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_eva_113041_political_metaphor_quit_smoke_review,5,74.0,72.0,3.0,14.8,14.4,0.6,0.041666666666666664,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,7c_cartoon_eva_recall,7,96.0,96.0,3.0,13.714285714285714,13.714285714285714,0.42857142857142855,0.03125,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_meihuariben_bigV_user_renshen,7,97.0,94.0,0.0,13.857142857142858,13.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,fengjin_wanghong_eva_s2_nhs_review,7,91.0,91.0,7.0,13.0,13.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,hit_sid_eva_znl,7,89.0,90.0,2.0,12.714285714285714,12.857142857142858,0.2857142857142857,0.022222222222222223,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_zsxyxys_eshop_long_video_frame_criminal_handprint_300vv_auto_review,7,81.0,81.0,6.0,11.571428571428571,11.571428571428571,0.8571428571428571,0.07407407407407407,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_109097_19n2jubu,7,81.0,80.0,2.0,11.571428571428571,11.428571428571429,0.2857142857142857,0.025,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,public_protest_highfrequency_user_review,7,78.0,78.0,3.0,11.142857142857142,11.142857142857142,0.42857142857142855,0.038461538461538464,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_yimaoren_multimodal012_test,7,76.0,75.0,6.0,10.857142857142858,10.714285714285714,0.8571428571428571,0.08,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_sqdl_fengkong_sedao_review,7,74.0,74.0,3.0,10.571428571428571,10.571428571428571,0.42857142857142855,0.04054054054054054,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,tank_game_tiananmen_review,7,71.0,71.0,5.0,10.142857142857142,10.142857142857142,0.7142857142857143,0.07042253521126761,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,guojiaanquan_person_s3_report_recall,7,68.0,68.0,1.0,9.714285714285714,9.714285714285714,0.14285714285714285,0.014705882352941176,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sanzhiyang_new_video_1,7,68.0,66.0,0.0,9.714285714285714,9.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,keywords_gametodeath_audit,7,66.0,66.0,1.0,9.428571428571429,9.428571428571429,0.14285714285714285,0.015151515151515152,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,qingming_mao_square_review,7,64.0,64.0,3.0,9.142857142857142,9.142857142857142,0.42857142857142855,0.046875,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,n1_special_social_recall,3,27.0,27.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_egaohongsejingdian_comment_recall_300_renshen,7,63.0,63.0,4.0,9.0,9.0,0.5714285714285714,0.06349206349206349,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ug_rus_micai_review,7,62.0,62.0,6.0,8.857142857142858,8.857142857142858,0.8571428571428571,0.0967741935483871,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,political_provoke_highfrequency_user_review,7,60.0,61.0,5.0,8.571428571428571,8.714285714285714,0.7142857142857143,0.08196721311475409,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,zl_car_accident_bj_dahanji_accident_scene_related_content_pe_review,7,56.0,58.0,3.0,8.0,8.285714285714286,0.42857142857142855,0.05172413793103448,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,recruitment_jipiao_v1,7,57.0,57.0,2.0,8.142857142857142,8.142857142857142,0.2857142857142857,0.03508771929824561,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,xrmsfm_gaofengxianrenlian_300vv,7,56.0,56.0,1.0,8.0,8.0,0.14285714285714285,0.017857142857142856,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_model_llm_pe_livelihood_neg_15th_moon_poor_live_selfsee_review,7,55.0,53.0,1.0,7.857142857142857,7.571428571428571,0.14285714285714285,0.018867924528301886,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,wordlist_yishixingtai_asr,4,30.0,30.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_egaohongsejingdian_text_recall_300_renshen,5,37.0,37.0,1.0,7.4,7.4,0.2,0.02702702702702703,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,moha_cartoon_eva_recall,7,51.0,51.0,2.0,7.285714285714286,7.285714285714286,0.2857142857142857,0.0392156862745098,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,Illegal_arts_keywords_manual,7,43.0,44.0,3.0,6.142857142857143,6.285714285714286,0.42857142857142855,0.06818181818181818,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,bj_economic_0605_300vv_review,7,36.0,36.0,0.0,5.142857142857143,5.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_expert_political_pol_zb_consume_user_item_edge_weight_rank_tp30k_review,7,36.0,36.0,1.0,5.142857142857143,5.142857142857143,0.14285714285714285,0.027777777777777776,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,leader_mao_llm_gandalf,7,36.0,36.0,2.0,5.142857142857143,5.142857142857143,0.2857142857142857,0.05555555555555555,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,leader_mao_ocr_titl_antidirt,7,36.0,36.0,2.0,5.142857142857143,5.142857142857143,0.2857142857142857,0.05555555555555555,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,dxp_cartoon_eva_recall,7,35.0,35.0,2.0,5.0,5.0,0.2857142857142857,0.05714285714285714,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_expert_political_general_redivist_political_consume_user_item_edge_weight_rank_high_review,7,33.0,34.0,3.0,4.714285714285714,4.857142857142857,0.42857142857142855,0.08823529411764706,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,tuwen_user_politic_rept_cnt_review,7,33.0,33.0,0.0,4.714285714285714,4.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,xiaoluoxi_mao_review,6,28.0,28.0,2.0,4.666666666666667,4.666666666666667,0.3333333333333333,0.07142857142857142,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,long_article_test,7,30.0,30.0,0.0,4.285714285714286,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,national_security_famous_person_all_manual,7,29.0,29.0,0.0,4.142857142857143,4.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,n1_hard_safetyo3_review,2,8.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_exp_personnel_chage_cq_sh_interact_abnorm_review,7,25.0,26.0,0.0,3.5714285714285716,3.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,antidirt_8860_8859_common_risk_notrec_art_review,7,26.0,26.0,2.0,3.7142857142857144,3.7142857142857144,0.2857142857142857,0.07692307692307693,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,firwork_taiwan_sh,6,21.0,21.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_vague_authority_criticism_Iran_review,3,10.0,10.0,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,general_fever_review_1w_animalcruelty,7,23.0,23.0,2.0,3.2857142857142856,3.2857142857142856,0.2857142857142857,0.08695652173913043,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,safety_zl_mgrw_s2_hyg_review,7,23.0,23.0,0.0,3.2857142857142856,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,fmqx_authorid_list_300vv,7,20.0,20.0,1.0,2.857142857142857,2.857142857142857,0.14285714285714285,0.05,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,lkq_cartoon_eva_recall,5,13.0,13.0,0.0,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,swbd_jinglizhanshi_300vv,6,14.0,14.0,0.0,2.3333333333333335,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,swbd_zhaomu_0vv,5,11.0,11.0,1.0,2.2,2.2,0.2,0.09090909090909091,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_antidirt_11482_aigc_asr_aigc_recall_review,6,14.0,13.0,1.0,2.3333333333333335,2.1666666666666665,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,hit_sid_eva_PF,7,14.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqxh_zjlxdsdz_zjlxdsdz_recommend_spray_300vv_auto_review,3,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqxh_zjlxdsdz_short_video_long_audio_high_acc_auto_review,2,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_pe_civic_unrest_incite_ext_review,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,national_security_tibetan_risk_dalai_palace_fence_manual,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_zsxyxys_drugs_animal_sexual_behavior_high_accuracy_auto_review,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_yerenxiaohai_jingqingyinhui_text_eva_selfsee_auto_review,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,report_school_words_new_auto_review,1,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_toxic_culture_lgbt_parade_v1_review,7,13.0,13.0,1.0,1.8571428571428572,1.8571428571428572,0.14285714285714285,0.07692307692307693,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,znl_cartoon_eva_recall,6,11.0,11.0,0.0,1.8333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_eva_113040_political_metaphor_sir_i_show_you_the_way_review,4,7.0,7.0,0.0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ccp_negative_long_video,4,7.0,7.0,0.0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqxh_zjlxdsdz_machine_reviewed_key_vocab_high_risk_auto_review,7,11.0,11.0,1.0,1.5714285714285714,1.5714285714285714,0.14285714285714285,0.09090909090909091,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_exp_pub_dispute_xiaoluoxi_event_fans_cmt_agg_selfsee_review,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_shanhaijing_name_auto_review,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,recall_eva_juvenile_wannongganqing_auto_review,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_sqdl_lywrds_auto_review,2,3.0,3.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_eva_113757_political_metaphor_gowest_cctv_review,4,5.0,6.0,0.0,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_weichengnian_zhenhuan,3,4.0,4.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,fewshot_shizheng_pseudoscience,3,4.0,4.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_party_state_element_neg_military_song_animal_unpass_review,4,5.0,5.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,high_risk_dedup_political_sh,4,5.0,5.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_eva_sqzy37336_auto_review,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,must_punish_table,4,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,user_list_11782_military_persona_neg_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_meihuariben_jiaoyu_300vv_auto_review,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_71_xiaojie_19n2_pe_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_dsasjy_renshe_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,teen_vulgarity_ai_audit,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,toxic_culture_talk_about_zym_v3_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,zl_eva_n1_name_recall_review,3,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,recall_ZL_antidirt_11837_weichengnian_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,underage_dashu_biaoti_auto_review,3,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_eva_208404_xiaoluoxi_chetie_multi_review,3,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,yrbs_ganguanwuran_v1_auto_revoew,3,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,jupaiuidlist,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,synthetic_major_case_v7_09875,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,recruitment_content_v1,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_xybtzj_wkxzwsr_pe_disp,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,leader_core_s3_recall,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_sqdl_bz_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,underage_shehuiqi_gay_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_zsxyxys_drugs_mid_long_video_high_accuracy_auto_review,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,keyboard_politics_users_report_count10_300vv_review,3,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_underage_tamiao_auto_review,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,fever_public_eva_ggcsbwmxw_vbv1_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,dilingzuopin_xionghcumobaolidaren_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_cbygllsnr_tamqx_pe_disp,3,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,risk_of_illegal_load_ad_in_turn_money_v0525_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_zjlxdsdz_0524twtzh_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqxh_zswfbdxph_video_comment_mom_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,fever_public_eva_sadfishing_v17_down_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,healthcare_auto_review_300vv,5,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqxh_zsxyxys_pgc_music_vulgar_high_risk_auto_review,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,hk_fire_with_whitepaper,2,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,monlam_app_screenshot_manual,5,2.0,2.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
